143 R2A9_BGO1
144 R2A9_BGO2
145 R2A9_red
146 R2A9_green
147 R2A9_black
148 R2A9_blue
149 R2A10_BGO1
150 R2A10_BGO2
151 R2A10_red
152 R2A10_green
153 R2A10_black
154 R2A10_blue
155 R2A11_BGO1
156 R2A11_BGO2
157 R2A11_red
158 R2A11_green
159 R2A11_black
160 R2A11_blue
161 R2A12_BGO1
162 R2A12_BGO2
163 R2A12_red
164 R2A12_green
165 R2A12_black
166 R2A12_blue
201 PARIS_BR1D1
202 PARIS_BR1D2
203 PARIS_BR1D3
204 PARIS_BR1D4
205 PARIS_BR1D5
206 PARIS_BR1D6
207 PARIS_BR1D7
208 PARIS_BR1D8
251 RF
252 R1A9_FATIMA_LaBr3
301 PARIS_BR2D1
302 PARIS_BR2D2
303 PARIS_BR2D3
304 PARIS_BR2D4
305 PARIS_BR2D5
306 PARIS_BR2D6
307 PARIS_BR2D7
308 PARIS_BR2D8
309 PARIS_BR2D9
310 PARIS_BR2D10
311 PARIS_BR2D11
312 PARIS_BR2D12
313 PARIS_BR2D13
314 PARIS_BR2D14
315 PARIS_BR2D15
316 PARIS_BR2D16
401 PARIS_BR3D1
402 PARIS_BR3D2
403 PARIS_BR3D3
404 PARIS_BR3D4
405 PARIS_BR3D5
406 PARIS_BR3D6
407 PARIS_BR3D7
408 PARIS_BR3D8
409 PARIS_BR3D9
410 PARIS_BR3D10
411 PARIS_BR3D11
412 PARIS_BR3D12
501 PARIS_FR1D1
502 PARIS_FR1D2
503 PARIS_FR1D3
504 PARIS_FR1D4
505 PARIS_FR1D5
506 PARIS_FR1D6
507 PARIS_FR1D7
508 PARIS_FR1D8
601 PARIS_FR2D1
602 PARIS_FR2D2
603 PARIS_FR2D3
604 PARIS_FR2D4
605 PARIS_FR2D5
606 PARIS_FR2D6
607 PARIS_FR2D7
608 PARIS_FR2D8
609 PARIS_FR2D9
610 PARIS_FR2D10
611 PARIS_FR2D11
612 PARIS_FR2D12
613 PARIS_FR2D13
614 PARIS_FR2D14
615 PARIS_FR2D15
616 PARIS_FR2D16
701 PARIS_FR3D1
702 PARIS_FR3D2
703 PARIS_FR3D3
704 PARIS_FR3D4
705 PARIS_FR3D5
706 PARIS_FR3D6
707 PARIS_FR3D7
708 PARIS_FR3D8
709 PARIS_FR3D9
710 PARIS_FR3D10
711 PARIS_FR3D11
712 PARIS_FR3D12
800 S1_0_DSSD
801 S1_1_DSSD
802 S1_2_DSSD
803 S1_3_DSSD
804 S1_4_DSSD
805 S1_5_DSSD
806 S1_6_DSSD
807 S1_7_DSSD
808 S1_8_DSSD
809 S1_9_DSSD
810 S1_10_DSSD
811 S1_11_DSSD
812 S1_12_DSSD
813 S1_13_DSSD
814 S1_14_DSSD
815 S1_15_DSSD
820 S2_0_DSSD
821 S2_1_DSSD
822 S2_2_DSSD
823 S2_3_DSSD
824 S2_4_DSSD
825 S2_5_DSSD
826 S2_6_DSSD
827 S2_7_DSSD
828 S2_8_DSSD
829 S2_9_DSSD
830 S2_10_DSSD
831 S2_11_DSSD
832 S2_12_DSSD
833 S2_13_DSSD
834 S2_14_DSSD
835 S2_15_DSSD
840 R_0_DSSD
841 R_1_DSSD
842 R_2_DSSD
843 R_3_DSSD
844 R_4_DSSD
845 R_5_DSSD
846 R_6_DSSD
847 R_7_DSSD
848 R_8_DSSD
849 R_9_DSSD
850 R_10_DSSD
851 R_11_DSSD
852 R_12_DSSD
853 R_13_DSSD
854 R_14_DSSD
855 R_15_DSSD
